tipo,usina,tipo_de_leilao,leilao,pot_MW,garantia_fisica_MW_medio,lotes_vendidos,preco_por_MW,localizacao,fonte,mod,invest_previsto,empresa_consorcio
EOL,EOL Dourados,A-3,Leilão 2/2011,28.8,13.2,13.2,98.53,BA ,Vento,PIE,113200030.00,Renova Energia S.A.
EOL,EOL Emiliana,A-3,Leilão 2/2011,27.2,12.7,4.5,98.51,BA ,Vento,PIE,135093600.00,"Consórcio EGP - Curva dos Ventos: 
Enel Brasil Participações Ltda.
Parque Eólico Curva dos Ventos Ltda"
EOL,EOL Espigão,A-3,Leilão 2/2011,9.6,5,4.9,98.53,BA ,Vento,PIE,44023020.00,Renova Energia S.A.
UTE,UTE Iaco,A-3,Leilão 2/2011,30,12.8,4,101.99,MS ,Bagaço de Cana-de-Açúcar,PIE,74276490.00,Iaco Agrícola S.A.
EOL,EOL Ibirapuitã I,A-3,Leilão 2/2011,30,9.6,9.6,96.49,RS ,Vento,PIE,127406580.00,"Consórcio Ibirapuitã I: 
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Fundação Eletrosul de Previdência e Assistência Social - ELOS"
EOL,EOL Joana,A-3,Leilão 2/2011,25.6,12.2,5.9,98.5,BA ,Vento,PIE,130672800.00,"Consórcio EGP - Curva dos Ventos 
Enel Brasil Participações Ltda.
Parque Eólico Curva dos Ventos Ltda"
UTE,UTE Maranhão III,A-3,Leilão 2/2011,499.2,470.7,400,101.9,MA ,Gás Natural,PIE,1111055000.00,MPX Energia S.A.
EOL,EOL Maron,A-3,Leilão 2/2011,28.8,15.4,13.8,98.53,BA ,Vento,PIE,113200030.00,Renova Energia S.A.
EOL,EOL Minuano I,A-3,Leilão 2/2011,22,9.4,9.4,101.34,RS ,Vento,PIE,84030000.00,"Consórcio Minuano I: 
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Minuano Energia Eólica Ltda."
EOL,EOL Minuano II,A-3,Leilão 2/2011,24,10.1,10.1,100.62,RS ,Vento,PIE,91305000.00,"Consórcio Minuano II: 
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Minuano Energia Eólica Ltda."
EOL,EOL Modelo I,A-3,Leilão 2/2011,28.8,15.9,3.6,98.52,RN ,Vento,PIE,117492370.00,"Consórcio EGP- Endesa: 
Enel Brasil Participações Ltda.
Endesa Brasil S.A."
EOL,EOL Modelo II,A-3,Leilão 2/2011,24,12.4,2.8,98.53,RN ,Vento,PIE,98422790.00,"Consórcio EGP- Endesa 
Enel Brasil Participações Ltda.
Endesa Brasil S.A."
UTE,UTE Paranapanema,A-3,Leilão 2/2011,60,24.7,12.4,101.49,SP ,Bagaço de Cana-de-Açúcar,PIE,107100000.00,UMOE Bioenergy S.A.
UTE,UTE Passa Tempo,A-3,Leilão 2/2011,67.8,24.2,21.8,103.29,MS ,Bagaço de Cana-de-Açúcar,PIE,139709320.00,LDC Bioenergia S.A.
EOL,EOL Pau Ferro,A-3,Leilão 2/2011,30,14.9,5.5,98.54,PE ,Vento,PIE,145200000.00,"Consórcio EGP - Fontes dos Ventos 
Enel Brasil Participações Ltda.
Parque Eólico Fontes dos Ventos Ltda."
EOL,EOL Pedra do Gerônimo,A-3,Leilão 2/2011,30,12.4,3.6,98.56,PE ,Vento,PIE,139980000.00,"Consórcio EGP - Fontes dos Ventos 
Enel Brasil Participações Ltda.
Parque Eólico Fontes dos Ventos Ltda."
EOL,EOL Pelourinho,A-3,Leilão 2/2011,22.4,11.8,11.8,98.53,BA ,Vento,PIE,88047030.00,Renova Energia S.A.
EOL,EOL Pilões,A-3,Leilão 2/2011,28.8,15.5,13.1,98.53,BA ,Vento,PIE,113200030.00,Renova Energia S.A.
EOL,EOL Porto das Barcas,A-3,Leilão 2/2011,28.8,14.8,8.9,100.16,PI ,Vento,PIE,108568910.00,"Consórcio Omega - Complexo Delta: 
Omega Energia Renovável S.A.
Seawest do Brasil - Projetos e Participações Ltda.
Zeta Energia S.A."
EOL,EOL Porto Salgado,A-3,Leilão 2/2011,18,9.1,9.1,100.17,PI ,Vento,PIE,67855580.00,"Consórcio Omega - Porto Salgado 
Omega Energia Renovável S.A.
Zeta Energia S.A."
EOL,EOL Santo Antonio de Pádua,A-3,Leilão 2/2011,16.1,8.2,6.4,104.23,CE ,Vento,PIE,61727000.00,Central Eólica Santo Antônio de Pádua S.A.
EOL,EOL São Cristóvão,A-3,Leilão 2/2011,29.9,14.2,12.9,103.79,CE ,Vento,PIE,111343000.00,Central Eólica São Cristóvão S.A.
EOL,EOL São Jorge,A-3,Leilão 2/2011,27.6,13.2,12.1,103.98,CE ,Vento,PIE,104897000.00,Central Eólica São Jorge S.A.
EOL,EOL Serra do Espinhaço,A-3,Leilão 2/2011,17.6,8.9,8.9,98.53,BA ,Vento,PIE,69179030.00,Renova Energia S.A.
EOL,EOL Tacaicó,A-3,Leilão 2/2011,18,8.8,4,98.55,PE ,Vento,PIE,89724000.00,"Consórcio EGP - Fontes dos Ventos 
Enel Brasil Participações Ltda.
Parque Eólico Fontes dos Ventos Ltda."
UTE,UTE Vale do Tijuco II,A-3,Leilão 2/2011,40,30,9,102.3,MG ,Bagaço de Cana-de-Açúcar,PIE,68720000.00,Vale do Tijuco Açúcar e Álcool Ltda.
EOL,EOL Verace I,A-3,Leilão 2/2011,20,8.5,8.5,98.5,RS ,Vento,PIE,76110000.00,"Consórcio Verace I: 
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda."
EOL,EOL Verace II,A-3,Leilão 2/2011,20,8.3,8.3,98.64,RS ,Vento,PIE,76110000.00,"Consórcio Verace II: 
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda."
EOL,EOL Verace III,A-3,Leilão 2/2011,26,11,11,98.19,RS ,Vento,PIE,98944000.00,"Consórcio Verace III: 
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda."
EOL,EOL Verace IV,A-3,Leilão 2/2011,30,13.1,13.1,97.74,RS ,Vento,PIE,114065000.00,"Consórcio Verace VI: 
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda."
EOL,EOL Verace IX,A-3,Leilão 2/2011,30,12.7,12.7,98.21,RS ,Vento,PIE,114065000.00,"Consórcio Verace IX:
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda."
EOL,EOL Verace V,A-3,Leilão 2/2011,30,12.4,12.4,98.21,RS ,Vento,PIE,114065000.00,"Consórcio Verace V:
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda."
EOL,EOL Verace VI,A-3,Leilão 2/2011,18,7.6,7.6,98.47,RS ,Vento,PIE,68511000.00,"Consórcio Verace VI:
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda."
EOL,EOL Verace VII,A-3,Leilão 2/2011,30,12.7,12.7,97.86,RS ,Vento,PIE,114065000.00,"Consórcio Verace VII:
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda."
EOL,EOL Verace VIII,A-3,Leilão 2/2011,26,10.8,10.8,98.19,RS ,Vento,PIE,98944000.00,"Consórcio Verace VIII:
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda."
EOL,EOL Verace X,A-3,Leilão 2/2011,28,12.1,12.1,98.43,RS ,Vento,PIE,106568000.00,"Consórcio Verace X
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda."
EOL,EOL Angical,Reserva,Leilão 3/2011,16,6,6,99.98,Pindaí/BA,Vento,PIE,67582050.00,"Consórcio Brazil Wind:
Brazil Energy S.A.
Sequóia Capital Ltda."
UTE,UTE Bevap,Reserva,Leilão 3/2011,60,33.1,1,100.09,João Pinheiro/MG,UTE,PIE,51500000.00,Bioenergética Vale do Paracatu S.A.
EOL,EOL Caiçara 2,Reserva,Leilão 3/2011,28.8,14.5,14.5,100.07,Caiçara do Norte/RN,Vento,PIE,105970000.00,Bioenergy Geradora de Energia S.A.
EOL,EOL Caiçara do Norte 1,Reserva,Leilão 3/2011,28.8,13.7,13.7,100.07,Caiçara do Norte/RN,Vento,PIE,105970000.00,Bioenergy Geradora de Energia S.A.
EOL,EOL Caititu,Reserva,Leilão 3/2011,20.8,10.5,10.5,99.98,Pindaí/BA,Vento,PIE,36837700.00,"Consórcio Brazil Wind:
Brazil Energy S.A.
Sequóia Capital Ltda."
EOL,EOL Carcará 1,Reserva,Leilão 3/2011,28.8,16.3,13.8,99.92,Areia Branca/RN,Vento,PIE,142685000.00,"Consórcio Carcará 1: 
Voltalia Energia do Brasil Ltda.
Voltalia S.A."
EOL,EOL Carnaúbas,Reserva,Leilão 3/2011,27.2,13.1,13.1,98.92,São Miguel do Gostoso/RN,Vento,PIE,127088000.00,"Consórcio Carnaúbas: 
Voltalia Energia do Brasil Ltda.
Voltalia S.A."
EOL,EOL Coqueirinho,Reserva,Leilão 3/2011,22.4,13.5,13.5,96.97,Pindaí/BA,Vento,PIE,39671180.00,"Consórcio Brazil Wind:
Brazil Energy S.A.
Sequóia Capital Ltda."
EOL,EOL Corredor do Senandes II,Reserva,Leilão 3/2011,21.6,10.6,10.6,99.5,Rio Grande/RS,Vento,PIE,83002150.00,"Consórcio Investidor Corredor do Senandes II: 
Odebrecht Energias Alternativas S.A.
Central Geradora Eólica Corredor do Senandes II Ltda."
EOL,EOL Corredor do Senandes III,Reserva,Leilão 3/2011,27,13.2,13.2,99.5,Rio Grande/RS,Vento,PIE,103706950.00,"Consórcio Investidor Corredor do Senandes III: 
Odebrecht Energias Alternativas S.A.
Central Geradora Eólica Corredor do Senandes III Ltda."
EOL,EOL Corredor do Senandes IV,Reserva,Leilão 3/2011,27,12.9,12.9,99.5,Rio Grande/RS,Vento,PIE,103706950.00,"Consórcio Investidor Corredor do Senandes IV:
Odebrecht Energias Alternativas S.A.
Central Geradora Eólica Corredor do Senandes IV Ltda."
EOL,EOL Corrupião,Reserva,Leilão 3/2011,22.4,13.7,13.7,96.97,Pindaí/BA,Vento,PIE,94474680.00,"Consórcio Brazil Wind:
Brazil Energy S.A.
Sequóia Capital Ltda."
EOL,EOL Famosa I,Reserva,Leilão 3/2011,22.5,11.1,10.4,99.7,Tibau/RN,Vento,PIE,80121000.00,"Consórcio Famosa: 
Empresa Brasileira de Desenvolvimento e Participações Ltda.
Comercial Mineira S.A.
Ventos Tecnologia Elétrica Ltda."
UTE,UTE Guaçu,Reserva,Leilão 3/2011,30,25.5,15,101.99,Aripuanã/MT,Cavaco / Resíduo de Madeira,PIE,86735000.00,Guaçu Geração de Energia S.A.
UTE,UTE Iaco,Reserva,Leilão 3/2011,30,12.8,4,101.49,Chapadão do Sul/MS,Bagaço de Cana-de-Açúcar,AP,74276490.00,Iaco Agrícola S.A
EOL,EOL Inhambu,Reserva,Leilão 3/2011,25.6,15.5,15.5,96.97,Caetité/BA,Vento,PIE,45335050.00,"Consórcio Brazil Wind:
Brazil Energy S.A.
Sequóia Capital Ltda."
EOL,EOL Malhadinha 1,Reserva,Leilão 3/2011,22,12.8,12,98.95,Ibiapina/CE,Vento,PIE,91120000.00,"Consórcio Malhadinha I: 
Servtec Investimentos e Participações Ltda.
Servtec Energia Ltda.
Servtec RM Participações S.A.
Gerabras Participações Ltda."
UTE,UTE Meridiano,Reserva,Leilão 3/2011,60,18.8,0.1,98.77,Meridiano/SP,UTE,PIE,83727390.00,Noble Brasil S.A.
EOL,EOL Miassaba 4,Reserva,Leilão 3/2011,28.8,13.5,13.5,100.07,Caiçara do Norte e São Bento do Norte/RN,Vento,PIE,105970000.00,Miassaba Geradora Eólica S.A.
UTE,UTE Noble Energia II,Reserva,Leilão 3/2011,30,16.2,0.1,98.78,Meridiano/SP,UTE,PIE,74450650.00,Noble Brasil S.A.
EOL,Parque Eólico dos  Índios 2,Reserva,Leilão 3/2011,28,11.5,11.5,100.01,Osório/RS,Vento,PIE,127823230.00,"Consórcio Elecnor-Enerfín 2011: 
Enerfin do Brasil Sociedade de Energia Ltda.
Elecnor S.A."
EOL,Parque Eólico Lanchinha,Reserva,Leilão 3/2011,28,13.2,13.2,101.68,RN,Vento,PIE,102222000.00,"Consórcio Gestamp Eólica: 
Gestamp Eólica Brasil S.A.
Corporacion Gestamp S.L"
EOL,Parque Eólico Pelado,Reserva,Leilão 3/2011,20,9,9,100.69,Bodó/RN,Vento,PIE,74775200.00,"Consórcio Gestamp Eólica: 
Gestamp Eólica Brasil S.A.
Corporacion Gestamp S.L"
EOL,EOL Pau Brasil,Reserva,Leilão 3/2011,15,7.7,7.1,99.7,Icapuí/CE,Vento,PIE,52227000.00,"Consórcio Famosa: 
Empresa Brasileira de Desenvolvimento e Participações Ltda.
Comercial Mineira S.A.
Ventos Tecnologia Elétrica Ltda."
EOL,EOL Reduto,Reserva,Leilão 3/2011,28.8,14.4,13.9,98.92,São Miguel do Gostoso/RN,Vento,PIE,128922000.00,"Consórcio Reduto: 
Voltalia Energia do Brasil Ltda.
Voltalia S.A."
EOL,EOL Rosada,Reserva,Leilão 3/2011,30,13.4,12.8,99.7,"Tibau, RN",Vento,PIE,104553000.00,"Consórcio Famosa: 
Empresa Brasileira de Desenvolvimento e Participações Ltda.
Comercial Mineira S.A.
Ventos Tecnologia Elétrica Ltda."
EOL,EOL Santa Helena,Reserva,Leilão 3/2011,30,16,16,101.98,João Câmara/RN,Vento,PIE,111000000.00,Santa Helena Energias Renováveis S.A.
EOL,EOL Santo Cristo,Reserva,Leilão 3/2011,28.8,15.3,14.8,98.92,Touros/RN,Vento,PIE,128922000.00,"Consórcio Santo Cristo: 
Voltalia Energia do Brasil Ltda.
Voltalia S.A."
EOL,EOL São João,Reserva,Leilão 3/2011,28.8,14.3,14.3,98.92,São Miguel do Gostoso/RN,Vento,PIE,128922000.00,"Consórcio São João: 
Voltalia Energia do Brasil Ltda.
Voltalia S.A."
EOL,EOL São Paulo,Reserva,Leilão 3/2011,17.5,8.1,7.6,99.7,Icapuí/CE,Vento,PIE,62261000.00,"Consórcio Famosa: 
Empresa Brasileira de Desenvolvimento e Participações Ltda.
Comercial Mineira S.A.
Ventos Tecnologia Elétrica Ltda."
EOL,EOL SM,Reserva,Leilão 3/2011,30,15.7,15.7,101.98,João Câmara/RN,Vento,PIE,111000000.00,Santa Maria Energias Renováveis S.A.
EOL,EOL Tamanduá Mirim,Reserva,Leilão 3/2011,24,13.6,13.6,96.97,BA,Vento,PIE,42501610.00,"Consórcio Brazil Wind:
Brazil Energy S.A.
Sequóia Capital Ltda."
EOL,EOL Teiu,Reserva,Leilão 3/2011,17.6,8.2,8.2,99.98,Pindaí/BA,Vento,PIE,74230250.00,"Consórcio Brazil Wind:
Brazil Energy S.A.
Sequóia Capital Ltda."
UTE,UTE Tropical Bioenergia,Reserva,Leilão 3/2011,50,19.7,7.3,95,Etéia/GO,UTE,PIE,58279000.00,Tropical Bioenergia S.A.
UTE,UTE Vale do Rosário,Reserva,Leilão 3/2011,97,34.4,10.8,101.5,Morro Agudo/SP,UTE,PIE,1100000.00,LDC-SEV Bioenergia S.A.- Unidade Vale do Rosário
EOL,EOL Vento Aragano I,Reserva,Leilão 3/2011,28.8,13.8,13.8,99.5,Rio Grande/RS,Vento,PIE,110608550.00,"Consórcio Investidor Vento Aragano I: 
Odebrecht Energias Alternativas S.A.
Central Geradora Eólica Vento Aragano I Ltda."
EOL,EOL Ventos de Santa Rosa,Reserva,Leilão 3/2011,30,13.5,13.5,99.21,Tianguá/CE,Vento,PIE,115420000.00,"Consórcio Ventos de Santa Rosa: 
Energimp S.A.
Ventos de Santa Rosa Energias Renováveis S.A."
EOL,EOL Ventos de Santo Inácio,Reserva,Leilão 3/2011,30,13.2,13.2,100.79,Tianguá/CE,Vento,PIE,115420000.00,"Consórcio Ventos de Santo Inácio: 
Energimp S.A.
Ventos de Santo Inácio Energias Renováveis S.A."
EOL,EOL Ventos de Santo Uriel,Reserva,Leilão 3/2011,16.1,9,9,101.19,Touros/RN,Vento,PIE,60934000.00,"Consórcio Desa Santo Uriel:
 Dobrevê Energia S.A. 
Ludesa Participações S.A. 
Ventos de Santo Uriel Energias Renováveis S.A."
EOL,EOL Ventos de São Geraldo,Reserva,Leilão 3/2011,30,14.6,14.6,99.11,Tianguá/CE,Vento,PIE,115420000.00,"Consórcio Ventos de São Geraldo:
Energimp S.A.
Ventos de São Geraldo Energias Renováveis S.A."
EOL,EOL Ventos de Sebastião,Reserva,Leilão 3/2011,30,13.4,13.4,99.69,Tianguá/CE,Vento,PIE,115420000.00,"Consórcio Ventos de São Sebastião: 
Energimp S.A.
Ventos de São Sebastião Energias Renováveis S.A."
EOL,EOL Ventos da Andorinha,A-5,Leilão 7/2011,29.9,15.9,15.9,102.49,Campo Formoso/BA,Vento,PIE,102940000.00,"Consórcio Ventos da Andorinha Energias Renováveis S.A.: 
Atlantic Energias Renováveis S.A.
Casa dos Ventos Energias Renováveis Ltda."
EOL,EOL Marco dos Ventos 1,A-5,Leilão 7/2011,28.8,16.3,16.3,104.34,MA ,Vento,PIE,105970000.00,Bioenergy Geradora de Energia S.A.
EOL,EOL Marco dos Ventos 2,A-5,Leilão 7/2011,28.8,16.3,16.3,104.62,MA ,Vento,PIE,105970000.00,Bioenergy Geradora de Energia S.A.
EOL,EOL Cataventos Embuaca,A-5,Leilão 7/2011,12,6.7,6.2,107.31,CE,Vento,PIE,48127000.00,"Consórcio Cataventos Embuaca: 
Cataventos Embuaca - Geração de Energias Renováveis Ltda.
Tecneira - Tecnologias Energéticas, S.A."
EOL,EOL Baixa do Feijão I,A-5,Leilão 7/2011,30,14.8,14.4,97,RN,Vento,PIE,117027700.00,EDP Renováveis Brasil S.A.
EOL,EOL Baixa do Feijão  II,A-5,Leilão 7/2011,30,14.4,14,97,RN,Vento,PIE,117027700.00,EDP Renováveis Brasil S.A.
EOL,EOL Baixa do Feijão  III,A-5,Leilão 7/2011,30,14.3,13.9,97,RN,Vento,PIE,117027700.00,EDP Renováveis Brasil S.A.
EOL,EOL Baixa do Feijão  IV,A-5,Leilão 7/2011,30,13.7,13.3,97,RN,Vento,PIE,117027700.00,EDP Renováveis Brasil S.A.
EOL,EOL Força 1,A-5,Leilão 7/2011,22,9.9,9.9,104.9,RS,Vento,PIE,79823590.00,Enerfín do Brasil Sociedade de Energia Ltda
EOL,EOL Força 2,A-5,Leilão 7/2011,28,12.4,12.4,104.9,RS,Vento,PIE,102258910.00,Enerfín do Brasil Sociedade de Energia Ltda
EOL,EOL Força 3,A-5,Leilão 7/2011,22,9.5,9.5,104.9,RS,Vento,PIE,79823590.00,Enerfín do Brasil Sociedade de Energia Ltda
EOL,EOL Parque Eólico dos Indios 3,A-5,Leilão 7/2011,22,8.8,8.8,103.99,RS,Vento,PIE,79823590.00,"Consórcio Elecnor-Enerfín 2011-II: 
Enerfín do Brasil Sociedade de Energia Ltda
Elecnor, S.A."
EOL,EOL Ventos de Campo Formoso I,A-5,Leilão 7/2011,29.9,15.5,15.5,102.49,BA,Vento,PIE,102940000.00,"Consórcio Ventos de Campo Formoso I Energias Renováveis S.A.:
Atlantic Energias Renováveis S.A.
Casa dos Ventos Energias Renováveis Ltda."
EOL,EOL Ventos de Campo Formoso II,A-5,Leilão 7/2011,29.9,15.5,15.5,102.49,BA,Vento,PIE,102940000.00,"Consórcio Ventos de Campo Formoso II Energias Renováveis S.A.:
Atlantic Energias Renováveis S.A.
Casa dos Ventos Energias Renováveis Ltda."
EOL,EOL Macambira I,A-5,Leilão 7/2011,20,9.7,9.7,106.94,RN,Vento,PIE,73325200.00,"Consórcio Gestamp Eólica: 
Gestamp Eólica Brasil S.A.
Corporacion Gestamp S.L."
EOL,EOL Macambira II,A-5,Leilão 7/2011,18,9,9,106.82,RN,Vento,PIE,70171920.00,"Consórcio Gestamp Eólica: 
Gestamp Eólica Brasil S.A.
Corporacion Gestamp S.L."
EOL,EOL Parque Eólico Cabeço Preto III,A-5,Leilão 7/2011,28,13.6,13.6,108.12,RN,Vento,PIE,110237000.00,"Consórcio Gestamp Eólica: 
Gestamp Eólica Brasil S.A.
Corporacion Gestamp S.L."
EOL,EOL Parque Eólico Cabeço Preto V,A-5,Leilão 7/2011,28.8,14,14,106.96,RN,Vento,PIE,110237000.00,"Consórcio Gestamp Eólica: 
Gestamp Eólica Brasil S.A.
Corporacion Gestamp S.L."
EOL,EOL Parque Eólico Cabeço Preto VI,A-5,Leilão 7/2011,19.8,9.5,9.5,106.98,RN,Vento,PIE,77580000.00,"Consórcio Gestamp Eólica: 
Gestamp Eólica Brasil S.A.
Corporacion Gestamp S.L."
EOL,EOL Goiabeira,A-5,Leilão 7/2011,19.2,9.9,8.7,107.7,CE,Vento,PIE,67233000.00,"Consórcio Goiabeira: 
Alupar Investimento S.A
Furnas Centrais Elétricas S.A.
Central Eólica Goiabeira Ltda"
EOL,EOL Ventos de Horizonte,A-5,Leilão 7/2011,14.4,7.3,6.4,107.69,CE,Vento,PIE,51940000.00,"Consórcio Horizonte: 
Alupar Investimento S.A.
Furnas Centrais Elétricas S.A.
Central Eólica Horizonte Ltda"
EOL,EOL Jandaia,A-5,Leilão 7/2011,28.8,14.1,11.7,107.7,CE,Vento,PIE,97564000.00,"Consórcio Jandaia:
Alupar Investimento S.A.
Furnas Centrais Elétricas S.A.
Central Eólica Jandaia Ltda"
EOL,EOL São Januário,A-5,Leilão 7/2011,19.2,9,7.9,107.69,CE,Vento,PIE,71633000.00,"Consórcio São Januário: 
Alupar Investimento S.A.
Furnas Centrais Elétricas S.A.
Central Eólica São Januário Ltda"
EOL,EOL Ubatuba,A-5,Leilão 7/2011,12.6,5.8,5.1,107.69,CE,Vento,PIE,44967000.00,"Consórcio Ubatuba: 
Alupar Investimento S.A.
Furnas Centrais Elétricas S.A.
Central Eólica Ubatuba Ltda"
EOL,EOL Jandaia I,A-5,Leilão 7/2011,19.2,9.9,8.7,107.7,CE,Vento,PIE,69473000.00,"Consórcio Jandaia I: 
Alupar Investimento S.A.
Furnas Centrais Elétricas S.A.
Central Eólica Jandaia I"
EOL,EOL Ventos de Morrinhos,A-5,Leilão 7/2011,29.9,15,15,102.49,BA,Vento,PIE,102940000.00,"Consórcio Ventos de Morrinhos Energias Renováveis S.A.: 
Atlantic Energias Renováveis S.A.
Casa dos Ventos Energias Renováveis Ltda."
EOL,EOL Nossa Senhora de Fátima,A-5,Leilão 7/2011,28.8,12.8,11.2,107.69,CE,Vento,PIE,97654000.00,"Consórcio Nossa Senhora de Fátima: 
Alupar Investimento S.A.
Furnas Centrais Elétricas S.A.
Central Eólica Nossa Senhora de Fatima Ltda"
EOL,EOL Pontal 3B,A-5,Leilão 7/2011,25.6,11,11,106.97,RS,Vento,PIE,102140400.00,Oleoplan S.A. - Óleos Vegetais Planalto
EOL,EOL Pitombeira,A-5,Leilão 7/2011,27,13.9,12.2,107.7,CE,Vento,PIE,91226000.00,"Consórcio Pitombeira: 
Alupar Investimento S.A.
Furnas Centrais Elétricas S.A.
Central Eólica Pitombeira Ltda"
EOL,EOL Santa Catarinha,A-5,Leilão 7/2011,16,8.5,7.5,107.7,CE,Vento,PIE,52855000.00,"Consórcio Santa Catarina:
Alupar Investimento S.A.
Furnas Centrais Elétricas S.A.
Central Eólica Santa Catarina Ltda"
EOL,EOL São Clemente,A-5,Leilão 7/2011,19.2,9.3,8.2,107.69,CE,Vento,PIE,71633000.00,"Consórcio São Clemente: 
Alupar Investimento S.A.
Furnas Centrais Elétricas S.A.
Central Eólica São Clemente Ltda"
EOL,EOL Ventos do Sertão,A-5,Leilão 7/2011,29.9,15.7,12.7,109.4,BA,Vento,PIE,102940000.00,"Consórcio Ventos do Sertão Energias Renováveis S.A.: 
Atlantic Energias Renováveis S.A.
Casa Dos Ventos Energias Renováveis Ltda."
UTE,UTE Conquista do Pontal,A-5,Leilão 7/2011,50,5.4,1,95,SP,Bagaço de Cana-de-Açúcar,PIE,86754000.00,Usina Conquista do Pontal S.A.
UTE,UTE Porto das Águas (II Fase),A-5,Leilão 7/2011,50,37.7,20,103.46,GO,Bagaço de Cana-de-Açúcar,PIE,149100000.00,Usina Porto das Águas Ltda
EOL,EOL Caiçara I,A-5,Leilão 7/2011,30.6,14.6,13.5,107.98,CE,Vento,PIE,100893000.00,"Consórcio Caiçara I:
Voltalia Energia do Brasil Ltda.
Voltalia S.A.
Companhia Hidro Elétrica do São Francisco"
EOL,EOL Caiçara II,A-5,Leilão 7/2011,19.8,9.6,9.3,107.98,CE,Vento,PIE,67768000.00,"Consórcio Caiçara II:
Voltalia Energia do Brasil Ltda.
Voltalia S.A.
Companhia Hidro Elétrica do São Francisco"
EOL,EOL Carcará 2,A-5,Leilão 7/2011,28.8,14.6,13.5,107.03,RN,Vento,PIE,101889000.00,"Consórcio Carcará 2: 
Voltalia Energia do Brasil Ltda.
Voltalia S.A."
EOL,EOL Junco I,A-5,Leilão 7/2011,30.6,13.1,12.1,107.98,CE,Vento,PIE,100893000.00,"Consórcio Junco I:
Voltalia Energia do Brasil Ltda.
Voltalia S.A.
Companhia Hidro Elétrica do São Francisco"
EOL,EOL Junco II,A-5,Leilão 7/2011,30.6,13.3,11.4,107.98,CE,Vento,PIE,100893000.00,"Consórcio Junco II:
Voltalia Energia do Brasil Ltda.
Voltalia S.A.
Companhia Hidro Elétrica do São Francisco"
EOL,EOL Terral,A-5,Leilão 7/2011,28.8,16,13.5,107.03,RN,Vento,PIE,101687000.00,"Consórcio Terral: 
Voltalia Energia do Brasil Ltda.
Voltalia S.A."
EOL,EOL Morro dos Ventos II,A-5,Leilão 7/2011,28.8,15.3,15.1,107.46,RN,Vento,PIE,115200000.00,"Consórcio Desa Wind II: 
Dobrevê Energia S.A.
WF Wind Holding II S.A."
UHE,UHE São Roque,A-5,Leilão 7/2011,135,90.9,81.8,91.2,SC,Água - Rio Canoas,PIE,652002390.00,Desenvix Energias Renováveis S.A.
UHE,UHE Santo Antonio do Jari,A-5,Leilão 6/2012,73.4,21.6,20.9,82,AP ,Água - Rio Jari,PIE,243500080.00,ECE Participações S.A.
UHE,UHE Cachoeira  do Caldeirão,A-5,Leilão 6/2012,219,129.7,129.7,95.31,AP ,Água - Rio Araguari ,PIE,855930626.00,EDP - Energias do Brasil S.A.
EOL,EOL Ventos do Norte 1,A-5,Leilão 6/2012,28.8,16.6,16.6,87.77,MA ,Vento,PIE,77770000.00,Bioenergy Geradora de Energia S.A.
EOL,EOL Ventos do Norte 2,A-5,Leilão 6/2012,28.8,17,17,87.77,MA ,Vento,PIE,77770000.00,Bioenergy Geradora de Energia S.A.
EOL,EOL Ventos do Norte 3,A-5,Leilão 6/2012,28.8,16.6,16.6,87.77,MA ,Vento,PIE,77770000.00,Bioenergy Geradora de Energia S.A.
EOL,EOL Ventos do Norte 4,A-5,Leilão 6/2012,28.8,16.7,16.7,87.77,MA ,Vento,PIE,77770000.00,Bioenergy Geradora de Energia S.A.
EOL,EOL Ventos do Norte 5,A-5,Leilão 6/2012,28.8,16.7,16.7,87.77,MA ,Vento,PIE,77770000.00,Bioenergy Geradora de Energia S.A.
