tipo,usina,tipo_de_leilao,leilao,pot_MW,garantia_fisica_MW_medio,lotes_vendidos,preco_por_MW,localizacao,fonte,mod,invest_previsto,empresa_consorcio
EOL,EOL Ventos do Norte 6,A-5,Leilão 6/2012,28.8,16.4,16.4,87.77,MA ,Vento,PIE,77770000.00,Bioenergy Geradora de Energia S.A.
EOL,EOL Ventos do Norte 7,A-5,Leilão 6/2012,28.8,16.2,16,87.77,MA ,Vento,PIE,77770000.00,Bioenergy Geradora de Energia S.A.
EOL,EOL Dois Riachos,A-5,Leilão 6/2012,29.9,13.9,13.9,89.2,BA ,Vento,PIE,144121200.00,"Consórcio EGP - Serra Azul: 
Enel Brasil Participações Ltda. (99%)
Parque Eólico Serra Azul Ltda. (1%)"
EOL,EOL Granja Vargas 1,A-5,Leilão 6/2012,28,11.5,11.5,87.5,RS ,Vento,PIE,102258910.00,Enerfín do Brasil Sociedade de Energia Ltda.
EOL,EOL São Salvador,A-5,Leilão 6/2012,22.4,10.6,10.2,88.68,BA ,Vento,PIE,62888030.00,Renova Energia S.A.
EOL,EOL Assuruá II,LER,Leilão 5/2013,30,14.6,14.6,102.77,BA ,Vento,PIE,112558000.00,Centrais Eólicas Assuruá S.A.
EOL,EOL Assuruá V,LER,Leilão 5/2013,20,10.1,10.1,102.78,BA ,Vento,PIE,90864000.00,Centrais Eólicas Assuruá S.A.
EOL,EOL Assuruá VII,LER,Leilão 5/2013,18,8.9,8.9,102.79,BA ,Vento,PIE,69169000.00,Centrais Eólicas Assuruá S.A.
EOL,EOL Caetité A,LER,Leilão 5/2013,30,12.1,11.9,116.29,BA ,Vento,PIE,88587000.00,Centrais Eólicas de Caetité Participações S.A.
EOL,EOL Caetité B,LER,Leilão 5/2013,30,10.9,10.8,116.29,BA ,Vento,PIE,88587000.00,Centrais Eólicas de Caetité Participações S.A.
EOL,EOL Baraúnas I,LER,Leilão 5/2013,29.7,12.4,12.2,115.8,BA ,Vento,PIE,103950000.00,"Consórcio Baraúnas I:
Brennand Energia S.A (50,9%)
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Brennand Energia Eólica S.A (0,1%)"
EOL,EOL Esperança,LER,Leilão 5/2013,29.9,14.7,14.7,102.4,BA ,Vento,PIE,139561000.00,"Consórcio EGP-Desenvolvimento:
Enel Brasil Participações Ltda. (99%)
Enel Green Power Desenvolvimento Ltda. (1%)"
EOL,EOL Damascena,LER,Leilão 5/2013,29.9,16.7,16.1,98.5,BA ,Vento,PIE,144121200.00,"Consórcio EGP-Serra Azul:
Enel Brasil Participações Ltda. (99%)
Parque Eólico Serra Azul Ltda. (1%)"
EOL,EOL Maniçoba,LER,Leilão 5/2013,29.9,16.1,15.5,102.7,BA ,Vento,PIE,134488800.00,"Consórcio EGP-Serra Azul:
Enel Brasil Participações Ltda. (99%)
Parque Eólico Serra Azul Ltda. (1%)"
EOL,EOL Acauã,LER,Leilão 5/2013,12,3.1,2.6,105.95,BA ,Vento,PIE,34423850.00,"Consórcio Expansão Guirapá:
Sequoia Capital Ltda. (51%)
Companhia Hidro Elétrica do São Francisco – CHESF (49%)"
EOL,EOL Angical 2,LER,Leilão 5/2013,14,5.1,4.9,105.95,BA ,Vento,PIE,40161150.00,"Consórcio Expansão Guirapá:
Sequoia Capital Ltda. (51%)
Companhia Hidro Elétrica do São Francisco – CHESF (49%)"
EOL,EOL Arapapá,LER,Leilão 5/2013,10,2.2,1.9,105.95,BA ,Vento,PIE,28686820.00,"Consórcio Expansão Guirapá:
Sequoia Capital Ltda. (51%)
Companhia Hidro Elétrica do São Francisco – CHESF (49%)"
EOL,EOL Caititu 2,LER,Leilão 5/2013,14,5.1,5.1,105.95,BA ,Vento,PIE,40161150.00,"Consórcio Expansão Guirapá:
Sequoia Capital Ltda. (51%)
Companhia Hidro Elétrica do São Francisco – CHESF (49%)"
EOL,EOL Caititu 3,LER,Leilão 5/2013,14,4.7,4.7,105.95,BA ,Vento,PIE,40161150.00,"Consórcio Expansão Guirapá:
Sequoia Capital Ltda. (51%)
Companhia Hidro Elétrica do São Francisco – CHESF (49%)"
EOL,EOL Carcará,LER,Leilão 5/2013,10,4.6,4.6,105.95,BA ,Vento,PIE,28686580.00,"Consórcio Expansão Guirapá:
Sequoia Capital Ltda. (51%)
Companhia Hidro Elétrica do São Francisco – CHESF (49%)"
EOL,EOL Corrupião 3,LER,Leilão 5/2013,14,4.2,4.2,105.95,BA ,Vento,PIE,40161150.00,"Consórcio Expansão Guirapá:
Sequoia Capital Ltda. (51%)
Companhia Hidro Elétrica do São Francisco – CHESF (49%)"
EOL,EOL Teiú 2,LER,Leilão 5/2013,14,4.2,3.7,105.95,BA ,Vento,PIE,40161150.00,"Consórcio Expansão Guirapá:
Sequoia Capital Ltda. (51%)
Companhia Hidro Elétrica do São Francisco – CHESF (49%)"
EOL,EOL Bom Jesus,LER,Leilão 5/2013,18,8.1,7.9,115.9,CE,Vento,PIE,69198750.00,"Consórcio Bom Jesus:
Fundo de Investimento em Participações Caixa Milão (50,99%)
Furnas Centrais Elétricas S.A. (49%)
Central Eólica Bom Jesus Ltda.(0,01%)"
EOL,EOL Cachoeira,LER,Leilão 5/2013,12,5,4.8,115.9,CE,Vento,PIE,46193540.00,"Consórcio Cachoeira:
Fundo de Investimento em Participações Caixa Milão (50,99%)
Furnas Centrais Elétricas S.A. (49%)
Central Eólica Cachoeira Ltda. (0,01%)"
EOL,EOL Pitimbu,LER,Leilão 5/2013,18,7.2,6.4,115.9,CE,Vento,PIE,70031890.00,"Consórcio Pitimbu:
Fundo de Investimento em Participações Caixa Milão (50,99%)
Furnas Centrais Elétricas S.A. (49%)
Central Eólica Pitimbu Ltda. (0,01%)"
EOL,EOL São Caetano,LER,Leilão 5/2013,25.2,11,10.1,115.9,CE,Vento,PIE,96805360.00,"Consórcio São Caetano:
Fundo de Investimento em Participações Caixa Milão (50,99%)
Furnas Centrais Elétricas S.A. (49%)
Central Eólica São Caetano Ltda. (0,01%)"
EOL,EOL São Caetano I,LER,Leilão 5/2013,18,7.7,6.4,115.9,CE,Vento,PIE,69199000.00,"Consórcio São Caetano I:
Fundo de Investimento em Participações Caixa Milão (50,99%)
Furnas Centrais Elétricas S.A. (49%)
Central Eólica São Caetano I Ltda. (0,01%)"
EOL,EOL São Galvão,LER,Leilão 5/2013,22,9.5,9.2,115.9,CE,Vento,PIE,84535880.00,"Consórcio São Galvão:
Fundo de Investimento em Participações Caixa Milão (50,99%)
Furnas Centrais Elétricas S.A. (49%)
Central Eólica São Galvão Ltda. (0,01%)"
EOL,EOL Carnaúba I,LER,Leilão 5/2013,22,9.4,9.1,111.82,RN,Vento,PIE,84535880.00,"Consórcio Carnaúba I:
Fundo de Investimento em Participações Caixa Milão (50,99%)
Furnas Centrais Elétricas S.A. (49%)
Central Geradora Eólica Carnaúba I Ltda. (0,01%)"
EOL,EOL Carnaúba II,LER,Leilão 5/2013,18,7.3,7.1,111.85,RN,Vento,PIE,69199000.00,"Consórcio Carnaúba II:
Fundo de Investimento em Participações Caixa Milão (50,99%)
Furnas Centrais Elétricas S.A. (49%)
Central Geradora Eólica Carnaúba II Ltda. (0,01%)"
EOL,EOL Carnaúba III,LER,Leilão 5/2013,16,7.5,7.1,111.83,RN,Vento,PIE,61947000.00,"Consórcio Carnaúba III:
Fundo de Investimento em Participações Caixa Milão (50,99%)
Furnas Centrais Elétricas S.A. (49%)
Central Geradora Eólica Carnaúba III Ltda. (0,01%)"
EOL,EOL Carnaúba V,LER,Leilão 5/2013,24,10.1,9.8,111.81,RN,Vento,PIE,92203960.00,"Consórcio Carnaúba V:
Fundo de Investimento em Participações Caixa Milão (50,99%)
Furnas Centrais Elétricas S.A. (49%)
Central Geradora Eólica Carnaúba V Ltda. (0,01%)"
EOL,EOL Cervantes I,LER,Leilão 5/2013,16,7.1,6.9,111.81,RN,Vento,PIE,61530550.00,"Consórcio Cervantes I:
Fundo de Investimento em Participações Caixa Milão (50,99%)
Furnas Centrais Elétricas S.A. (49%)
Central Geradora Eólica Cervantes I Ltda. (0,01%)"
EOL,EOL Cervantes II,LER,Leilão 5/2013,12,5.6,5.4,111.84,RN,Vento,PIE,46193720.00,"Consórcio Cervantes II:
Fundo de Investimento em Participações Caixa Milão (50,99%)
Furnas Centrais Elétricas S.A.(49%)
Central Geradora Eólica Cervantes II Ltda. (0,01%)"
EOL,EOL Punaú I,LER,Leilão 5/2013,24,11,10.7,111.81,RN,Vento,PIE,92203960.00,"Consórcio Punaú I:
Fundo de Investimento em Participações Caixa Milão (50,99%)
Furnas Centrais Elétricas S.A. (49%)
Central Geradora Eólica Punaú I Ltda. (0,01%)"
EOL,EOL Mussambê,LER,Leilão 5/2013,29.7,11.5,11.4,115.8,BA ,Vento,PIE,103950000.00,"Consórcio Mussambê:
Brennand Energia S.A (50,9%)
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Brennand Energia Eólica S.A (0,1%)"
EOL,EOL Morro Branco I,LER,Leilão 5/2013,29.7,12.7,12.5,115.8,BA ,Vento,PIE,103950000.00,"Consórcio Morro Branco I:
Brennand Energia S.A (50,9%)
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Brennand Energia Eólica S.A. (0,1%)"
EOL,EOL Cabo Verde 4,LER,Leilão 5/2013,29.9,10.1,101,114.99,RS,Vento,PIE,113620000.00,Enerfin do Brasil Sociedade de Energia Ltda.
EOL,EOL Cabo Verde 5,LER,Leilão 5/2013,16.1,5.4,5.4,114.9,RS,Vento,PIE,61180000.00,Enerfin do Brasil Sociedade de Energia Ltda.
EOL,EOL Granja Vargas 2,LER,Leilão 5/2013,18.4,6.5,6.5,114.9,RS,Vento,PIE,69920000.00,Enerfin do Brasil Sociedade de Energia Ltda.
EOL,EOL Granja Vargas 3,LER,Leilão 5/2013,16.1,5.6,5.6,114.9,RS,Vento,PIE,61180000.00,Enerfin do Brasil Sociedade de Energia Ltda.
EOL,EOL Abil,LER,Leilão 5/2013,23.7,11,11,105.2,BA ,Vento,PIE,94201360.00,Renova Energia S.A.
EOL,EOL Acácia,LER,Leilão 5/2013,16.2,6.9,6.9,113.7,BA ,Vento,PIE,65050940.00,Renova Energia S.A.
EOL,EOL Angico,LER,Leilão 5/2013,8.1,3.9,3.9,111.3,BA ,Vento,PIE,32980490.00,Renova Energia S.A.
EOL,EOL Folha de Serra,LER,Leilão 5/2013,21,9.7,9.7,103.6,BA ,Vento,PIE,84211200.00,Renova Energia S.A.
EOL,EOL Jabuticaba,LER,Leilão 5/2013,9,4.5,4.5,104.38,BA ,Vento,PIE,34210530.00,Renova Energia S.A.
EOL,EOL Jacaranda do cerrado,LER,Leilão 5/2013,21,9.5,9.5,103.99,BA ,Vento,PIE,84211200.00,Renova Energia S.A.
EOL,EOL Taboquinha,LER,Leilão 5/2013,21.6,10.1,10.1,105.99,BA ,Vento,PIE,86431240.00,Renova Energia S.A.
EOL,EOL Tabua,LER,Leilão 5/2013,15,7.4,7.4,104.8,BA ,Vento,PIE,59910860.00,Renova Energia S.A.
EOL,EOL Vaqueta,LER,Leilão 5/2013,23.4,10.7,10.7,105.55,BA ,Vento,PIE,93791320.00,Renova Energia S.A.
EOL,EOL Ventos de Santa Brígida I,LER,Leilão 5/2013,13.5,6.6,6.6,116,PE,Vento,PIE,47335000.00,"Consórcio Ventos de Santa Brígida I:
Salus Fundo de Investimento em Participações S.A. (99,9%)
Ventos de Santa Brígida Energias Renováveis S.A. (0,1%)"
EOL,EOL Ventos de Santa Brígida II,LER,Leilão 5/2013,29.7,14.7,14.7,116,PE,Vento,PIE,101907000.00,"Consórcio Ventos de Santa Brígida II:
Salus Fundo de Investimento em Participações S.A. (99,9%)
Ventos de Santa Brígida Energias Renováveis S.A. (0,1%)"
EOL,EOL Ventos de Santa Brígida III,LER,Leilão 5/2013,29.7,14.4,14.4,116,PE,Vento,PIE,101907000.00,"Consórcio Ventos de Santa Brígida III:
Salus Fundo de Investimento em Participações S.A. (99,9%)
Ventos de Santa Brígida Energias Renováveis S.A. (0,1%)"
EOL,EOL Ventos de Santa Brígida IV,LER,Leilão 5/2013,29.7,14,14,116,PE,Vento,PIE,101907000.00,"Consórcio Ventos de Santa Brígida IV:
Salus Fundo de Investimento em Participações S.A. (99,9%)
Ventos de Santa Brígida Energias Renováveis S.A. (0,1%)"
EOL,EOL Ventos de Santa Brígida V,LER,Leilão 5/2013,29.7,15,15,116,PE,Vento,PIE,0.00,"Consórcio Ventos de Santa Brígida V:
Salus Fundo de Investimento em Participações S.A. (99,9%)
Ventos de Santa Brígida Energias Renováveis S.A. (0,1%)"
EOL,EOL Ventos de Santa Brígida VI,LER,Leilão 5/2013,29.7,15.1,15.1,116,PE,Vento,PIE,101907000.00,"Consórcio Ventos de Santa Brígida VI:
Salus Fundo de Investimento em Participações S.A. (99,9%)
Ventos de Santa Brígida Energias Renováveis S.A. (0,1%)"
EOL,EOL Ventos de Santa Brígida VII,LER,Leilão 5/2013,29.7,14.9,14.9,116,PE,Vento,PIE,101907000.00,"Consórcio Ventos de Santa Brígida VII:
Salus Fundo de Investimento em Participações S.A. (99,9%)
Ventos de Santa Brígida Energias Renováveis S.A. (0,1%)"
EOL,EOL Ventos de Santa Joana II,LER,Leilão 5/2013,30,14.8,14.3,109.99,PI,Vento,PIE,102940000.00,"Consórcio Ventos de Santa Joana II:
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Contour Global do Brasil Holding Ltda. (36%)
Salus Fundo de Investimento em Participações S.A.(14,9%)
Ventos de Santa Joana Energias Renováveis S.A. (0,1%)"
EOL,EOL Ventos de Santa Joana IX,LER,Leilão 5/2013,30,15.8,13.2,109.96,PI,Vento,PIE,102940000.00,"Consórcio Ventos de Santa Joana IX:
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Contour Global do Brasil Holding Ltda. (36%)
Salus Fundo de Investimento em Participações S.A. (14,9%)
Ventos de Santa Joana Energias Renováveis S.A. (0,1%)"
EOL,EOL Ventos de Santa Joana VI,LER,Leilão 5/2013,30,15.1,15.1,109.99,PI,Vento,PIE,102940000.00,"Consórcio Ventos de Santa Joana VI:
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Contour Global do Brasil Holding Ltda. (36%)
Salus Fundo de Investimento em Participações S.A.(14,9%)
Ventos de Santa Joana Energias Renováveis S.A. (0,1%)"
EOL,EOL Ventos de Santa Joana VIII,LER,Leilão 5/2013,30,15.7,15.6,109.98,PI,Vento,PIE,102940000.00,"Consórcio Ventos de Santa Joana VIII:
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Contour Global do Brasil Holding Ltda. (36%)
Salus Fundo de Investimento em Participações S.A.(14,9%)
Ventos de Santa Joana Energias Renováveis S.A. (0,1%)"
EOL,EOL Ventos de Santa Joana X,LER,Leilão 5/2013,30,16,13.6,109.96,PI,Vento,PIE,102940000.00,"Consórcio Ventos de Santa Joana X:
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Contour Global do Brasil Holding Ltda. (36%)
Salus Fundo de Investimento em Participações S.A. (14,9%)
Ventos de Santa Joana Energias Renováveis S.A. (0,1%)"
EOL,EOL Ventos de Santa Joana XI,LER,Leilão 5/2013,30,16,14.1,109.96,PI,Vento,PIE,102940000.00,"Consórcio Ventos de Santa Joana XI:
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Contour Global do Brasil Holding Ltda. (36%)
Salus Fundo de Investimento em Participações S.A. (14,9%)
Ventos de Santa Joana Energias Renováveis S.A. (0,1%)"
EOL,EOL Ventos de Santa Joana XII,LER,Leilão 5/2013,30,16.9,15.3,109.96,PI,Vento,PIE,102940000.00,"Consórcio Ventos de Santa Joana XII:
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Contour Global do Brasil Holding Ltda. (36%)
Salus Fundo de Investimento em Participações S.A. (14,9%)
Ventos de Santa Joana Energias Renováveis S.A. (0,1%)"
EOL,EOL Ventos de Santa Joana XIII,LER,Leilão 5/2013,30,16,13.4,109.96,PI,Vento,PIE,102940000.00,"Consórcio Ventos de Santa Joana XIII:
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Contour Global do Brasil Holding Ltda. (36%)
Salus Fundo de Investimento em Participações S.A. (14,9%)
Ventos de Santa Joana Energias Renováveis S.A. (0,1%)"
EOL,EOL Ventos de Santa Joana XIV,LER,Leilão 5/2013,30,14.9,14.7,109.99,PI,Vento,PIE,102940000.00,"Consórcio Ventos de Santa Joana XIV:
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Contour Global do Brasil Holding Ltda. (36%)
Salus Fundo de Investimento em Participações S.A. (14,9%)
Ventos de Santa Joana Energias Renováveis S.A. (0,1%)"
EOL,EOL Ventos de Santa Joana XV,LER,Leilão 5/2013,30,16.2,15,109.96,PI,Vento,PIE,102940000.00,"Consórcio Ventos de Santa Joana XV:
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Contour Global do Brasil Holding Ltda. (36%)
Salus Fundo de Investimento em Participações S.A. (14,9%)
Ventos de Santa Joana Energias Renováveis S.A. (0,1%)"
EOL,EOL Ventos de Santa Joana XVI,LER,Leilão 5/2013,30,17.4,15.3,109.96,PI,Vento,PIE,102940000.00,"Consórcio Ventos de Santa Joana XVI:
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Contour Global do Brasil Holding Ltda. (36%)
Salus Fundo de Investimento em Participações S.A. (14,9%)
Ventos de Santa Joana Energias Renováveis S.A. (0,1%)"
EOL,EOL Ventos de Santo Onofre I,LER,Leilão 5/2013,30,16.2,16,109.98,PI,Vento,PIE,102940000.00,"Consórcio Ventos de Santo Onofre I:
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Contour Global do Brasil Holding Ltda. (36%)
Salus Fundo de Investimento em Participações S.A. (14,9%)
Ventos de Santo Onofre Energias Renováveis S.A. (0,1%)"
EOL,EOL Ventos de Santo Onofre II,LER,Leilão 5/2013,30,16.6,15.9,109.98,PI,Vento,PIE,102940000.00,"Consórcio Ventos de Santo Onofre II:
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Contour Global do Brasil Holding Ltda. (36%)
Salus Fundo de Investimento em Participações S.A. (14,9%)
Ventos de Santo Onofre Energias Renováveis S.A. (0,1%)
"
EOL,EOL Ventos de Santo Onofre III,LER,Leilão 5/2013,30,16.7,16.7,109.98,PI,Vento,PIE,102940000.00,"Consórcio Ventos de Santo Onofre III:
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Contour Global do Brasil Holding Ltda. (36%)
Salus Fundo de Investimento em Participações S.A. (14,9%)
Ventos de Santo Onofre Energias Renováveis S.A. (0,1%)"
PCH,PCH Verde 08,A-5,Leilão 6/2013,28.5,16.9,13.1,130,GO,Rio Verde,PIE,204796000.00,Alupar Investimento S.A.
PCH,PCH Cantu 2,A-5,Leilão 6/2013,18,9.5,9.5,128.99,PR,Rio Cantu,PIE,112082180.00,Cantu Energética S.A.
UHE,UHE Sinop,A-5,Leilão 6/2013,400,239.8,215.8,109.4,MT,RIO TELE PIRES,PIE,1777429780.00,"Consórcio Energético Sinop: Eletronorte (24,5% - Líder), Alupar (51%)  e Chesf (24,5%)"
PCH,PCH Cabeça de Boi,A-5,Leilão 6/2013,29.68,13.6,13.6,119.99,MT,Rio Apiacás,PIE,188169560.00,Enel Green Power Cabeça de Boi S.A.
PCH,PCH Da Fazenda,A-5,Leilão 6/2013,19.5,9.1,9.1,120,MT,Rio Apiacás,PIE,126336230.00,Enel Green Power Fazenda S.A.
UHE,UHE Salto Apiacás,A-5,Leilão 6/2013,45,22.9,22.4,119.97,MT,Rio Apiacás,PIE,178394060.00,"Consórcio EGP – Salto Apiacás: Enel Brasil Participações Ltda. (99% - Líder)
Enel Green Power Salto Apiacás S.A. (1%)"
PCH,PCH Santo Cristo,A-5,Leilão 6/2013,19.5,10.8,0.5,129,SC,Rio Pelotinhas,PIE,165698690.00,Eletrosul Centrais Elétricas S.A.
PCH,PCH Manopla,A-5,Leilão 6/2013,5,2.6,2.6,128.99,PE,Rio Sirinhaém,PIE,44959060.00,Brennand Energia Manopla S.A.
PCH,PCH Mata Velha,A-5,Leilão 6/2013,24,13.1,12.7,128.99,MG,Rio Preto,PIE,178544660.00,Mata Velha Energética S.A.
PCH,PCH Ypê,A-5,Leilão 6/2013,29.3,16.7,16.7,131.2,GO,Rio Verde,PIE,149483000.00,Santa Helena Energia Ltda.
UTE,UTE Amandina,A-5,Leilão 6/2013,40,13.3,10,135,MS,Bagaço de Cana,PIE,94329630.00,Adecoagro Vale do Ivinhema S.A.
UTE,UTE Canto do Buriti,A-5,Leilão 6/2013,150,119.1,119.1,136.69,PI,Cavaco de Madeira,PIE,469407000.00,Canto do Buriti Bioeletricidade S.A.
UTE,UTE Campo Grande,A-5,Leilão 6/2013,150,122.1,122.1,136.69,BA,Cavaco de Madeira,PIE,496407000.00,Campo Grande Bioeletricidade S.A.
UTE,UTE Delta,A-5,Leilão 6/2013,40,23.8,19,135.31,MG,Bagaço de Cana,PIE,113600000.00,Usina Delta S.A.
UTE,UTE Eldorado ampliação,A-5,Leilão 6/2013,116,52.2,52.2,132.3,MS,Bagaço de Cana,PIE,215429000.00,Usina Eldorado S.A.
UTE,UTE Santa Helena,A-5,Leilão 6/2013,45,15.2,15.2,132.81,MS,Bagaço de Cana,PIE,165000000.00,Energética Santa Helena S.A.
UTE,UTE Caarapó,A-5,Leilão 6/2013,38,17,15.3,134.37,MS,Bagaço de Cana,PIE,140143300.00,Raízen Caarapó S.A. Açúcar e Álcool
UTE,UTE Guarani Tanabi,A-5,Leilão 6/2013,34,15,10.6,134.89,SP,Bagaço de Cana,PIE,93750000.00,Guarani S.A.
UTE,UTE Guarani Tanabi 2,A-5,Leilão 6/2013,34,16,11.3,133.89,SP,Bagaço de Cana,PIE,85676600.00,Guarani S.A.
EOL,EOL Capão do Inglês,A-3,Leilão 9/2013,10,3.9,2.8,126,RS,Vento,PIE,53879530.00,"Consórcio Capão do Inglês: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)"
EOL,EOL Caetité C,A-3,Leilão 9/2013,15,4,3.9,125.46,BA,Vento,PIE,36010000.00,Centrais Eólicas de Caetité Participações S.A.
EOL,EOL Chuí 09,A-3,Leilão 9/2013,20,7.8,5.5,123.9,RS,Vento,PIE,96129150.00,"Consórcio Chuí 09: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)"
EOL,EOL Coxilha Seca,A-3,Leilão 9/2013,30,11.8,8.3,126,RS,Vento,PIE,132366920.00,"Consórcio Coxilha Seca: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)"
EOL,EOL Serra das VAcas I,A-3,Leilão 9/2013,30,12.2,12.2,122.88,PE,Vento,PIE,124446750.00,Consórcio Serra das Vacas I: Pec Energia Ltda (51%) e Companhia Hidro Elétrica do São Francisco – Chesf (49%)
EOL,EOL Serra das VAcas II,A-3,Leilão 9/2013,30,9.9,9.9,122.88,PE,Vento,PIE,122640000.00,Consórcio Serra das Vacas II : Pec Energia Ltda (51%) e Companhia Hidro Elétrica do São Francisco – Chesf (49%)
EOL,EOL Serra das VAcas III,A-3,Leilão 9/2013,30,11,11,122.88,PE,Vento,PIE,122640000.00,Consórcio Serra das Vacas III: Pec Energia Ltda (51%) e Companhia Hidro Elétrica do São Francisco – Chesf (49%)
EOL,EOL Serra das VAcas IV,A-3,Leilão 9/2013,30,10.5,10.5,122.88,PE,Vento,PIE,122640000.00,Consórcio Serra das Vacas IV: Pec Energia Ltda (51%) e Companhia Hidro Elétrica do São Francisco – Chesf (49%)
EOL,EOLCurupira,A-3,Leilão 9/2013,25,9.6,9.2,125.9,RS,Vento,PIE,96038510.00,"Consórcio Curupira: Companhia Estadual de Geração e Transmissão de Energia Elétrica (99,99%) e Central Geradora Eólica Curupira Ltda. (00,01%)"
EOL,EOL Pontal 2A,A-3,Leilão 9/2013,21.6,7.1,7.1,125.9,RS,Vento,PIE,97362000.00,Enerplan Energia Eólica IV S.A.
EOL,EOL Fazenda Vera Cruz,A-3,Leilão 9/2013,22.5,8.5,8.2,125.9,RS,Vento,PIE,86452990.00,"Consórcio Fazenda Vera Cruz: Companhia Estadual de Geração e Transmissão de Energia Elétrica (99,99%) e Central Geradora Eólica Fazenda Vera Cruz Ltda (00,01%)"
EOL,EOL Galpões,A-3,Leilão 9/2013,8,3,2.1,126,RS,Vento,PIE,45975800.00,"Consórcio Galpões: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)"
EOL,EOL Coqueirinho 2,A-3,Leilão 9/2013,20,8.5,7.3,122.86,BA,Vento,PIE,34423850.00,Consórcio Expansão Guirapá: Sequoia Capital Ltda. (51%) e Companhia Hidro Elétrica do São Francisco – Chesf (49%)
EOL,EOL Papagaio,A-3,Leilão 9/2013,18,4.9,4.7,122.58,BA,Vento,PIE,34423850.00,Consórcio Expansão Guirapá: Sequoia Capital Ltda. (51%) e Companhia Hidro Elétrica do São Francisco – Chesf (49%)
EOL,EOL Itarema I,A-3,Leilão 9/2013,28,16.9,13.5,125.47,CE,Vento,PIE,88587000.00,Itarema Geração de Energia Ltda.
EOL,EOL  Itarema II,A-3,Leilão 9/2013,30,15.4,13,125.48,CE,Vento,PIE,94916000.00,Itarema Geração de Energia Ltda.
EOL,EOL  Itarema III,A-3,Leilão 9/2013,14,8.5,7.6,125.5,CE,Vento,PIE,44299000.00,Itarema Geração de Energia Ltda.
EOL,EOL  Itarema V,A-3,Leilão 9/2013,26,12.1,9.4,125.49,CE,Vento,PIE,90365000.00,Itarema Geração de Energia Ltda.
EOL,EOL Ventos de Guarás I,A-3,Leilão 9/2013,30,15.9,15.5,118,BA,Vento,PIE,111050000.00,Consórcio Morrinhos II: Atlantic Energias Renováveis S.A. (80%) e Casa dos Ventos Energias Renováveis S.A. (20%)
EOL,EOL Povo Novo,A-3,Leilão 9/2013,7.5,2.9,2.9,125.9,RS,Vento,PIE,32583650.00,"Consórcio Povo Novo: Companhia Estadual de Geração e Transmissão de Energia Elétrica (99,99%) e Central Geradora Eólica Povo Novo Ltda. (00,01%)"
EOL,EOL Ventos de Santa Joana I,A-3,Leilão 9/2013,30,14.7,14.7,125.37,PI,Vento,PIE,105250000.00,"Consórcio Ventos de Santa Joana I: Ventos de Santa Joana Energias Renováveis S.A. (00,10%), Salus - Fundo de Investimento em Participações (04,90%), Companhia Hidro Elétrica do São Francisco – Chesf (49%) e Contour Global do Brasil Holding Ltda. (46%)"
